,Unnamed: 0,eid,Author_ID,Affiliation_ID,cite,Auth_Ave_Cites,IsHigh
76336,311053,2-s2.0-84911386294,8905016400,60015595,3,not high,0
76341,311060,2-s2.0-84919660299,7102415382,60030074,0,not high,0
76342,311091,2-s2.0-84910604812,7003599343,60020695,9,not high,0
76343,311104,2-s2.0-84923047534,7404181623,60029943,8,not high,0
76344,311113,2-s2.0-84923581301,56353615100,60022988,1,not high,0
76347,311135,2-s2.0-84909592557,9336104100,,16,not high,0
76348,311145,2-s2.0-84919701374,35336291900,60012556,1,not high,0
76355,311189,2-s2.0-84908509159,36668459600,60033241,6,not high,0
76358,311196,2-s2.0-84907646089,7406557847,60009831,11,not high,0
76361,311231,2-s2.0-84944680070,7006487855,60045778,0,not high,0
76362,311235,2-s2.0-84945360587,6507266051,60021199,0,not high,0
76364,311240,2-s2.0-84946402705,7201865717,60015336,4,not high,0
76367,311246,2-s2.0-84946408463,18134787500,115943451,0,not high,0
76368,311250,2-s2.0-84946412050,7003362282,60032270,1,not high,0
76369,311255,2-s2.0-84927597275,56292480200,,0,not high,0
76373,311262,2-s2.0-84908610281,7201904903,60033182,1,not high,0
76374,311277,2-s2.0-84924626858,35373829300,60030840,8,not high,0
76375,311278,2-s2.0-84946423229,35472734900,60002494,1,high,1
76376,311287,2-s2.0-84994071336,7201904903,60033182,0,not high,0
76377,311314,2-s2.0-84908642873,55531171800,60030118,24,not high,0
76378,311331,2-s2.0-84909619212,35774451100,60000457,7,not high,0
76380,311351,2-s2.0-84908577551,57135660900,60016969,5,not high,0
76381,311361,2-s2.0-84925283469,22233392600,60017563,3,not high,0
76382,311396,2-s2.0-84925284047,16039719300,60014567,11,high,1
76384,311411,2-s2.0-84923247632,36599035800,60030612,8,not high,0
76386,311417,2-s2.0-84938485320,18335998200,60030319,13,not high,0
76387,311437,2-s2.0-84934928206,26647425600,60025059,3,not high,0
76390,311476,2-s2.0-84923373886,55708401700,60022148,2,not high,0
76391,311478,2-s2.0-84940960945,35332513800,60005429,5,not high,0
76393,311493,2-s2.0-84908439922,35174708400,60012370,6,not high,0
76396,311505,2-s2.0-84922933437,16506662800,60026124,10,high,1
76397,311509,2-s2.0-84928037921,7701310714,60017060,7,not high,0
76399,311522,2-s2.0-84923658690,6603777600,60018869,1,not high,0
76400,311525,2-s2.0-84928266833,12783474300,60005244,1,not high,0
76402,311529,2-s2.0-84961575396,7005385633,60030288,0,not high,0
76407,311538,2-s2.0-84931085294,36997911500,60017246,2,not high,0
76409,311540,2-s2.0-84961662732,55490950700,60028599,1,not high,0
76411,311550,2-s2.0-84908180918,23027778100,60006782,11,not high,0
76412,311551,2-s2.0-84961626158,26639680300,60006514,7,not high,0
76414,311555,2-s2.0-84961669728,35145449800,60024885,1,not high,0
76416,311560,2-s2.0-84961668509,26639680300,60006514,3,not high,0
76418,311577,2-s2.0-84954614235,16317837800,60027614,0,not high,0
76419,311585,2-s2.0-84954618822,7005602630,60030835,0,high,1
76420,311588,2-s2.0-84931274712,7004081426,60026124,0,not high,0
76421,311590,2-s2.0-84908193619,49863933700,60007249,3,not high,0
76424,311595,2-s2.0-84954604457,24484742900,60022148,0,high,1
76425,311602,2-s2.0-84930574811,7003283310,60006754,15,not high,0
76428,311609,2-s2.0-84954572983,7003870500,60010954,0,not high,0
76429,311611,2-s2.0-84908247205,48663044900,60025015,6,not high,0
76432,311616,2-s2.0-84908136425,12776690400,60068716,0,not high,0
76435,311626,2-s2.0-84971367817,7006158805,60030612,2,not high,0
76436,311629,2-s2.0-84908136421,8921913600,60001772,4,not high,0
76438,311634,2-s2.0-84971249381,55109110400,60013372,5,not high,0
76439,311642,2-s2.0-84908139091,7404178303,60020918,6,not high,0
76440,311652,2-s2.0-84908504154,8259178200,60015023,3,not high,0
76443,311656,2-s2.0-84912530147,23396282000,110905499,0,not high,0
76446,311676,2-s2.0-84955376343,55097916900,60005469,3,not high,0
76447,311727,2-s2.0-84905722184,7005605204,60003280,21,not high,0
76449,311738,2-s2.0-84908136199,7403642450,112850789,7,not high,0
76450,311741,2-s2.0-84908042368,35560103600,60029622,7,not high,0
76452,311763,2-s2.0-84921748851,32867961600,60001439,10,not high,0
76456,311775,2-s2.0-84921820617,7202196193,60002746,3,not high,0
76458,311797,2-s2.0-84921823843,56273625000,60001439,7,high,1
76460,311799,2-s2.0-84921755213,35189582500,60028218,4,not high,0
76464,311804,2-s2.0-84908088475,7006556609,60026278,61,not high,0
76465,311808,2-s2.0-84921746898,6701818487,60026158,1,not high,0
76467,311810,2-s2.0-84921782559,16175969900,60027550,18,not high,0
76468,311823,2-s2.0-84921792636,6701338031,114934401,1,not high,0
76469,311826,2-s2.0-84921709678,55264772100,60000305,12,not high,0
76471,311837,2-s2.0-84921774594,55819687000,60007592,7,not high,0
76472,311852,2-s2.0-84921777160,6602606787,60027844,1,not high,0
76473,311861,2-s2.0-84921716413,6603866739,60026796,13,not high,0
76476,311878,2-s2.0-84908048654,7406579457,60000928,21,not high,0
76479,311895,2-s2.0-84921734389,23987373400,60021508,22,not high,0
76480,311899,2-s2.0-84908110266,36079807800,60003641,6,not high,0
76481,311922,2-s2.0-84908006180,36071745600,60022422,0,not high,0
76482,311950,2-s2.0-84922379183,8965072400,60031117,9,not high,0
76485,311959,2-s2.0-84907821719,7404423456,60015595,3,not high,0
76486,311969,2-s2.0-84907821720,35235632600,60028009,1,not high,0
76488,311985,2-s2.0-84907921127,7005912361,106688751,8,not high,0
76489,312003,2-s2.0-84938567761,56440596400,60027614,2,not high,0
76490,312014,2-s2.0-84928742286,54790571800,60103760,0,not high,0
76491,312030,2-s2.0-84907853335,7103223764,60017134,3,not high,0
76494,312078,2-s2.0-84907482244,52163848900,60015023,14,high,1
76496,312099,2-s2.0-84907950866,35214701900,60073566,7,not high,0
76504,312163,2-s2.0-84926648035,7006191853,60024621,2,not high,0
76505,312182,2-s2.0-84905744315,26326926600,60029885,3,not high,0
76507,312205,2-s2.0-84921297531,14044092100,60015301,5,not high,0
76511,312237,2-s2.0-84908632004,6507485003,60022927,0,not high,0
76513,312266,2-s2.0-84955210576,7003691206,60016660,2,not high,0
76514,312268,2-s2.0-84908329714,35399481100,60029991,8,not high,0
76515,312326,2-s2.0-84904872459,15137636500,60102070,13,not high,0
76516,312337,2-s2.0-84907015131,56213786000,60013959,6,not high,0
76519,312345,2-s2.0-84907008613,7404264029,60015742,14,high,1
76520,312349,2-s2.0-84907516563,25031944300,60010586,5,not high,0
76521,312370,2-s2.0-84908502908,6507392205,60022756,2,not high,0
76525,312399,2-s2.0-84907819585,23977023500,60030501,2,not high,0
76526,312417,2-s2.0-84914156303,8218910000,60020870,1,not high,0
76528,312438,2-s2.0-84924864997,7401659378,60014966,1,not high,0
76529,312441,2-s2.0-84924908235,7401659378,60014966,1,not high,0
76530,312494,2-s2.0-84921970486,35202513000,60104678,0,not high,0
76535,312524,2-s2.0-84910070971,15754797900,60009543,6,not high,0
76537,312545,2-s2.0-84908425997,7201760345,60006793,41,not high,0
76538,312548,2-s2.0-84919668205,36800983600,60010237,8,not high,0
76540,312621,2-s2.0-84930000752,7103061421,60007257,17,high,1
76542,312625,2-s2.0-84907487413,6603395517,60032563,2,not high,0
76543,312626,2-s2.0-84961627482,36116538600,106753605,0,not high,0
76545,312640,2-s2.0-84961620857,6507535742,60020633,0,not high,0
76546,312651,2-s2.0-84907558266,36076838300,60005244,6,not high,0
76547,312657,2-s2.0-84904902310,36637354300,60026707,14,not high,0
76549,312681,2-s2.0-84907452068,26642974800,60017483,3,not high,0
76551,312684,2-s2.0-84929626489,14029848100,60009081,22,not high,0
76553,312703,2-s2.0-84907462266,22233657400,60073567,1,not high,0
76554,312717,2-s2.0-84907587701,35333472000,60003970,2,not high,0
76555,312727,2-s2.0-84904898620,8575473800,60018310,8,not high,0
76559,312733,2-s2.0-84905443201,55260946200,60020256,31,not high,0
76562,312747,2-s2.0-84904410796,55205240600,60029306,4,not high,0
76563,312753,2-s2.0-84923239691,57190518739,60010146,1,not high,0
76566,312763,2-s2.0-84907367236,7401584988,60015913,13,not high,0
76567,312776,2-s2.0-84907865055,36064475400,60026617,7,not high,0
76568,312796,2-s2.0-84907285601,26648246800,60030521,46,high,1
76581,312854,2-s2.0-84927939692,16038705500,60028442,2,not high,0
76583,312860,2-s2.0-84907500717,35276393900,60017366,33,not high,0
76585,312872,2-s2.0-84906904370,56165147800,60018038,19,not high,0
76587,312877,2-s2.0-84901838766,55777907800,60010421,31,not high,0
76591,312881,2-s2.0-84901841529,6603702710,60024981,2,not high,0
76593,312897,2-s2.0-84907192029,35517522400,60097745,1,not high,0
76594,312901,2-s2.0-84908545128,35085315500,60008222,4,not high,0
76596,312909,2-s2.0-84904612401,6602145541,60014653,22,not high,0
76601,312939,2-s2.0-84923856585,8680442700,60015618,3,not high,0
76609,312958,2-s2.0-84908142403,7102657400,60027090,0,not high,0
76610,312966,2-s2.0-84907200756,7501392095,60068696,5,not high,0
76611,312985,2-s2.0-84907428960,7402098615,60105159,2,not high,0
76612,312988,2-s2.0-84907284320,36959180400,60026851,16,not high,0
76613,313010,2-s2.0-84904974326,21735132800,60024045,3,not high,0
76615,313013,2-s2.0-84921964945,7103003926,60013791,28,not high,0
76616,313041,2-s2.0-84921354094,36846560500,60028061,10,not high,0
76617,313045,2-s2.0-84908105783,7004444554,60010884,2,not high,0
76618,313060,2-s2.0-84907260800,7006946294,60001576,2,not high,0
76619,313071,2-s2.0-84908146883,7403296719,60018554,2,not high,0
76620,313113,2-s2.0-84907484027,7006537414,60010365,8,not high,0
76621,313125,2-s2.0-84904767700,6602561437,60018475,0,not high,0
76623,313131,2-s2.0-84905110994,55826267500,60016429,2,not high,0
76626,313140,2-s2.0-84894615681,7004254649,60002494,2,not high,0
76627,313145,2-s2.0-84905087765,6701428520,60007776,3,high,1
76630,313159,2-s2.0-84905092252,9737168200,60013372,14,not high,0
76632,313176,2-s2.0-84901827831,24069487700,60018205,26,not high,0
76635,313180,2-s2.0-84901820539,25654078600,60001455,54,not high,0
76638,313185,2-s2.0-84907284485,55713817900,,3,not high,0
76640,313208,2-s2.0-84922728719,7006337145,60006577,6,not high,0
76641,313220,2-s2.0-84907441092,7201677790,,18,not high,0
76642,313232,2-s2.0-84907013321,24069487700,60018205,51,not high,0
76645,313252,2-s2.0-84907288029,53871972500,60000036,10,not high,0
76648,313262,2-s2.0-84953715834,7004101223,60010065,0,not high,0
76650,313272,2-s2.0-84928792273,7006440923,60003088,21,not high,0
76652,313276,2-s2.0-84902072230,36114451500,105162840,2,not high,0
76654,313282,2-s2.0-84906844115,7407622027,60007711,1,not high,0
76657,313290,2-s2.0-84910016902,36045082900,60032179,9,high,1
76658,313292,2-s2.0-84906843257,7202449311,60029830,1,not high,0
76660,313306,2-s2.0-84906842923,36076838300,60005244,2,not high,0
76661,313308,2-s2.0-84907060520,37022633100,60014454,7,not high,0
76663,313324,2-s2.0-84910026166,8529006800,60010261,12,not high,0
76667,313350,2-s2.0-84906795663,37121876600,60017838,0,not high,0
76670,313359,2-s2.0-84906803439,8218910000,60020870,1,not high,0
76672,313381,2-s2.0-84908084317,25222714800,60030162,9,not high,0
76676,313392,2-s2.0-84906797992,55947646600,60013332,0,not high,0
76681,313403,2-s2.0-84908090543,8575473800,101855667,11,not high,0
76682,313412,2-s2.0-84910048380,35097150900,60085191,9,not high,0
76685,313424,2-s2.0-84907021084,23468868300,60001526,2,high,1
76686,313439,2-s2.0-84937459604,55936260100,60023277,2,high,1
76687,313446,2-s2.0-84906720436,36830174800,60015487,1,not high,0
76688,313447,2-s2.0-84906975785,56151911700,60019616,97,not high,0
76691,313469,2-s2.0-84908322199,8090267900,60005244,16,not high,0
76693,313496,2-s2.0-84904443043,7404456036,60008872,5,not high,0
76694,313498,2-s2.0-84907022559,55605082900,105430079,2,not high,0
76699,313503,2-s2.0-84907027923,54795383900,100789752,8,not high,0
76702,313517,2-s2.0-84991758284,12242294300,60006222,0,not high,0
76704,313527,2-s2.0-84899436101,7005248717,60001439,4,not high,0
76705,313530,2-s2.0-84927804633,55664378400,,5,not high,0
76708,313540,2-s2.0-84907210992,8407171100,60103639,17,not high,0
76709,313546,2-s2.0-84921731428,24502858600,60069716,8,not high,0
76710,313550,2-s2.0-84962526794,55199021500,60015941,1,high,1
76712,313553,2-s2.0-84922432978,7005203099,60016648,9,not high,0
76713,313586,2-s2.0-84906819212,35462081100,60068590,33,not high,0
76714,313614,2-s2.0-84907339922,7004797072,,43,high,1
76715,313624,2-s2.0-84908004750,7004860201,60032270,2,not high,0
76718,313629,2-s2.0-84904701965,36997911500,60017246,14,not high,0
76723,313639,2-s2.0-84903722104,7102742272,60013682,1,not high,0
76724,313651,2-s2.0-84907934800,12752834100,60012981,0,not high,0
76726,313654,2-s2.0-84957596821,7101690072,60028717,0,not high,0
76727,313664,2-s2.0-84907030818,36066918700,60025858,15,high,1
76729,313686,2-s2.0-84906877845,55537217000,60025084,13,not high,0
76730,313699,2-s2.0-84937537047,55712181600,60082821,10,not high,0
76731,313715,2-s2.0-84929676051,7402024151,60018805,0,not high,0
76732,313731,2-s2.0-84907021656,6604065270,60025641,7,not high,0
76733,313754,2-s2.0-84921693639,34871581600,60021182,1,not high,0
76738,313766,2-s2.0-84907030081,54385326900,60024609,7,not high,0
76743,313773,2-s2.0-84912567180,55992062000,60026707,5,not high,0
76744,313798,2-s2.0-84907911636,35599078800,,3,not high,0
76745,313848,2-s2.0-84988329207,8844070100,60012259,0,not high,0
76749,313857,2-s2.0-84907963232,6701610777,60011170,6,not high,0
76751,313866,2-s2.0-84908327799,8068492700,60023797,23,not high,0
76752,313873,2-s2.0-84907405451,35089869600,60012957,9,high,1
76754,313892,2-s2.0-84940338728,7102807611,60015658,3,not high,0
76755,313895,2-s2.0-84906841047,7005771022,60025160,4,not high,0
76757,313901,2-s2.0-84901614533,55878927200,60107228,2,not high,0
76758,313905,2-s2.0-84963976648,7003507401,60007350,7,not high,0
76759,313909,2-s2.0-84927941495,36080096100,60025084,7,not high,0
76760,313919,2-s2.0-84938700257,55321976300,60027161,6,not high,0
76761,313926,2-s2.0-84901978994,55205240600,60029306,6,not high,0
76762,313937,2-s2.0-84902280300,7801687080,60000905,1,not high,0
76764,313953,2-s2.0-84907148370,56027599100,60015407,0,not high,0
76765,313971,2-s2.0-84902982358,55758464800,112645249,2,not high,0
76766,313972,2-s2.0-84906478041,55539813400,60088268,6,not high,0
76772,313999,2-s2.0-84906830985,55806983500,60011394,2,not high,0
76773,314014,2-s2.0-84907312810,7202425142,60002746,18,not high,0
76774,314023,2-s2.0-84907347108,6506402404,60016653,4,high,1
76775,314055,2-s2.0-84906658476,6701467886,60010887,6,high,1
76777,314069,2-s2.0-84943355863,7201747360,60019578,1,not high,0
76778,314077,2-s2.0-84905446795,15840540400,60005286,3,not high,0
76779,314092,2-s2.0-84906474067,24172029800,60086904,12,not high,0
76780,314095,2-s2.0-84906301621,14629334000,60029681,7,not high,0
76783,314105,2-s2.0-84906835221,7006966414,60025475,1,not high,0
76784,314111,2-s2.0-84927575753,13005649200,60030074,0,not high,0
76785,314181,2-s2.0-84906161696,17347289300,60031041,0,not high,0
76786,314188,2-s2.0-84921029160,6603868509,60008950,5,not high,0
76788,314204,2-s2.0-84906137699,7201516015,60020870,0,not high,0
76790,314213,2-s2.0-84908092621,7006905456,60005515,2,not high,0
76791,314217,2-s2.0-84906931034,35240334300,60010756,2,not high,0
76797,314237,2-s2.0-84940238637,55769167200,60019499,5,not high,0
76801,314243,2-s2.0-84906073311,36500518800,60007312,2,not high,0
76805,314273,2-s2.0-84923269229,56247908700,60019578,12,not high,0
76806,314308,2-s2.0-84926632696,35426145900,60030074,5,not high,0
76807,314312,2-s2.0-84908356160,35277320000,60032499,14,not high,0
76810,314317,2-s2.0-84922219511,6603321603,60031569,2,not high,0
76814,314324,2-s2.0-84906023640,35300280800,60019012,0,not high,0
76815,314339,2-s2.0-84944196556,7006537414,60010365,4,not high,0
76816,314345,2-s2.0-84906042367,15842070300,60024836,0,not high,0
76817,314354,2-s2.0-84924686401,6602542743,60007215,5,not high,0
76820,314367,2-s2.0-84927160004,14018726100,60023691,10,not high,0
76822,314398,2-s2.0-84928160423,35237863400,60021615,5,not high,0
76824,314403,2-s2.0-84937582018,35324757200,60012516,5,not high,0
76826,314421,2-s2.0-84906228043,23995553500,60017994,10,not high,0
76827,314438,2-s2.0-84925344291,23092997200,60030074,11,not high,0
76829,314442,2-s2.0-84929136392,56908226400,60017060,2,not high,0
76830,314481,2-s2.0-84906278737,7004190781,,0,not high,0
76831,314482,2-s2.0-84908451868,56451908700,60068695,1,not high,0
76832,314513,2-s2.0-84905781803,6506451435,60033125,7,not high,0
76837,314531,2-s2.0-84996523531,7103086230,60026827,4,not high,0
76838,314566,2-s2.0-84905974902,7102918883,60066468,7,not high,0
76839,314574,2-s2.0-84905964765,7004961364,60002798,3,not high,0
76840,314592,2-s2.0-84906926985,20435115000,60015150,8,high,1
76846,314607,2-s2.0-84906831598,8043830400,60008435,1,not high,0
76848,314615,2-s2.0-84906932375,35463122100,114219245,0,not high,0
76849,314618,2-s2.0-84908066222,36500518800,60007312,4,not high,0
76851,314637,2-s2.0-84908221485,8662604500,60025258,7,not high,0
76853,314647,2-s2.0-84905851903,55500529500,60012257,7,not high,0
76856,314655,2-s2.0-84907304198,7102359712,60007202,4,not high,0
76857,314661,2-s2.0-84903550944,7404582265,60020256,6,not high,0
76858,314673,2-s2.0-84903536645,37018853600,60013551,7,not high,0
76859,314682,2-s2.0-84903542825,36150120800,60014340,6,not high,0
76868,314698,2-s2.0-84906097745,9939297800,60000481,0,not high,0
76871,314710,2-s2.0-84905546788,7404373523,,3,not high,0
76873,314724,2-s2.0-84906085161,49461404600,60015849,0,not high,0
76874,314727,2-s2.0-84908075601,35103778900,60016521,2,not high,0
76877,314748,2-s2.0-84905725455,16445146900,60004538,3,not high,0
76878,314765,2-s2.0-84952334127,8407996400,60007801,3,not high,0
76880,314777,2-s2.0-84905574813,8892365100,60032619,18,not high,0
76882,314827,2-s2.0-84905460194,6603810166,60009415,4,not high,0
76884,314840,2-s2.0-84907760025,56584188600,60000456,1,high,1
76886,314860,2-s2.0-84907301183,7004028053,60006173,4,not high,0
76887,314895,2-s2.0-84910027854,36071745600,114745283,1,not high,0
76888,314901,2-s2.0-84923172370,7006832936,60007257,4,not high,0
76889,314902,2-s2.0-84904985817,55251953800,,0,not high,0
76894,314917,2-s2.0-84927805045,8983754500,60010294,1,not high,0
76895,314925,2-s2.0-84956898832,8591087400,60052106,0,not high,0
76896,314937,2-s2.0-84905644409,7102441260,60021432,8,not high,0
76897,314948,2-s2.0-84901496467,7103003926,60013791,21,not high,0
76898,314956,2-s2.0-84905255296,7202593700,60017843,7,not high,0
76899,314960,2-s2.0-84950138393,7003637352,60024989,1,not high,0
76901,314976,2-s2.0-84905390597,7101843559,60019160,4,high,1
76902,314983,2-s2.0-84903957340,7005912361,60002838,14,not high,0
76903,314992,2-s2.0-84905253465,36062809200,60025084,3,not high,0
76905,314998,2-s2.0-84903727288,7103003926,60013791,22,not high,0
76906,315005,2-s2.0-84905376653,6603692712,60070177,4,not high,0
76907,315043,2-s2.0-84904962600,6603360470,60032922,1,not high,0
76908,315046,2-s2.0-84904400820,6603779614,60025778,4,not high,0
76913,315078,2-s2.0-84906539074,8568769500,60006321,2,not high,0
76915,315088,2-s2.0-84937628692,8591087400,60052106,1,not high,0
76916,315108,2-s2.0-85006293291,7003759426,60017606,0,not high,0
76917,315116,2-s2.0-84904412274,35397295800,60028333,2,not high,0
76919,315120,2-s2.0-84905870685,35148124200,60031216,4,not high,0
76921,315126,2-s2.0-84904409942,7005700195,60003156,4,not high,0
76924,315135,2-s2.0-84904841142,7101814191,60010544,11,not high,0
76925,315158,2-s2.0-84905168426,34572176500,60027053,2,not high,0
76927,315164,2-s2.0-84905020126,7202632338,60019674,3,not high,0
76929,315174,2-s2.0-84904776692,6602300135,60002014,12,not high,0
76931,315180,2-s2.0-84905020956,56375687800,60007249,2,not high,0
76932,315202,2-s2.0-84979738497,7004662241,115991648,11,not high,0
76933,315212,2-s2.0-84943388268,35344606800,60026285,0,high,1
76938,315218,2-s2.0-84943386165,55572933700,60000990,0,not high,0
76940,315222,2-s2.0-84943375900,7402781853,60026124,0,not high,0
76941,315231,2-s2.0-84943396668,6603284353,60009358,1,not high,0
76942,315238,2-s2.0-84943369207,35373829300,60030840,1,not high,0
76943,315239,2-s2.0-84943391090,18344289500,60003858,3,not high,0
76944,315241,2-s2.0-84901632271,7101951935,60021182,0,not high,0
76946,315249,2-s2.0-84904962881,7003541012,60015760,1,not high,0
76947,315276,2-s2.0-84904968659,7102809158,60002016,6,not high,0
76948,315285,2-s2.0-84905020950,39861401300,60017456,2,not high,0
76950,315296,2-s2.0-84905862253,55720978700,60005248,5,not high,0
76957,315313,2-s2.0-84904523337,7004783828,60003122,1,not high,0
76958,315316,2-s2.0-84904642470,35315713200,60001359,6,not high,0
76959,315319,2-s2.0-84904657971,7401576771,60031004,0,not high,0
76961,315346,2-s2.0-84904703495,7004312188,60013801,2,not high,0
76964,315353,2-s2.0-84904581077,56098554300,60002825,29,not high,0
76965,315355,2-s2.0-84904560296,7004919225,101891732,5,not high,0
76966,315384,2-s2.0-84904632581,35346147400,60019578,17,not high,0
76970,315391,2-s2.0-85003819863,55876709400,60022403,0,not high,0
76971,315405,2-s2.0-84904473741,9743520800,60032619,7,not high,0
76972,315428,2-s2.0-84904480173,35396364600,60010365,6,not high,0
76973,315440,2-s2.0-84904721506,7402818741,60003771,3,not high,0
76974,315444,2-s2.0-84904490572,14420301100,60018319,11,not high,0
76975,315452,2-s2.0-84904537943,16307928800,60015159,43,not high,0
76977,315475,2-s2.0-84904555761,7004409337,60005455,14,not high,0
76979,315485,2-s2.0-84904490528,6603950478,60013409,8,high,1
76984,315516,2-s2.0-84904498001,7004338939,60012708,3,not high,0
76985,315526,2-s2.0-84904275453,55317102800,60029157,2,not high,0
76988,315553,2-s2.0-84903948052,7005676571,60026479,8,not high,0
76989,315557,2-s2.0-84904302906,6603025231,60004923,5,not high,0
76990,315574,2-s2.0-84904510145,7404320226,60023202,6,not high,0
76991,315579,2-s2.0-84904249622,6601992219,60002494,2,not high,0
76997,315638,2-s2.0-84902077293,6603232437,60106253,14,not high,0
76998,315670,2-s2.0-84903954626,6508214757,60000461,7,high,1
77001,315704,2-s2.0-84931400267,7404744339,60010687,0,not high,0
77003,315709,2-s2.0-84904077426,7102763765,60025029,5,not high,0
77004,315717,2-s2.0-84904087202,36601491700,60030840,12,not high,0
77005,315740,2-s2.0-84904078549,6603819546,60001997,9,not high,0
77008,315759,2-s2.0-84904262249,35308158800,101271678,5,not high,0
77009,315771,2-s2.0-84899479205,24825155400,60027294,19,not high,0
77013,315779,2-s2.0-84901038179,35390705800,60004667,15,not high,0
77014,315789,2-s2.0-84903899990,55481915600,60003500,4,not high,0
77015,315791,2-s2.0-84903842556,36796679400,60000076,1,not high,0
77018,315800,2-s2.0-84979468031,23020130400,60006288,0,not high,0
77021,315813,2-s2.0-84904253102,6601932367,60013409,10,not high,0
77022,315841,2-s2.0-84905275859,56286433000,60028333,19,not high,0
77024,315929,2-s2.0-84904040454,35480091100,60024876,39,not high,0
77026,315939,2-s2.0-84903685898,25824321600,60029885,5,not high,0
77027,315948,2-s2.0-84904515043,7005637143,60002773,2,not high,0
77028,315967,2-s2.0-84924923989,7401993307,60006108,1,not high,0
77030,315976,2-s2.0-84901472781,7006005166,60027950,2,not high,0
77032,316003,2-s2.0-84905560429,35237703800,60017060,15,not high,0
77033,316007,2-s2.0-84903973602,26422829000,112427977,3,not high,0
77036,316017,2-s2.0-84906329141,8606961000,60023396,10,not high,0
77038,316020,2-s2.0-84894095482,55892604800,60010146,0,not high,0
77040,316022,2-s2.0-84902455826,8683904600,60017366,3,not high,0
77042,316027,2-s2.0-84903402219,35216698800,60073566,3,not high,0
77048,316045,2-s2.0-84903774348,8548752200,60025778,4,high,1
77052,316052,2-s2.0-84903712481,26024980900,60073652,32,not high,0
77053,316056,2-s2.0-84903755330,6508162696,60017563,15,not high,0
77059,316079,2-s2.0-84903722482,55774919500,100354311,9,high,1
77062,316092,2-s2.0-84903901117,36107613400,60029278,24,not high,0
77064,316104,2-s2.0-84904436810,7005147127,60026158,10,not high,0
77066,316118,2-s2.0-84907736990,7402406608,60005455,5,not high,0
77068,316131,2-s2.0-84903703740,7401615443,60025778,4,high,1
77069,316133,2-s2.0-84904006087,56521788900,60016660,129,not high,0
77071,316147,2-s2.0-84903750474,35280410200,60008592,3,not high,0
77079,316165,2-s2.0-84903413792,34871581600,60021182,5,not high,0
77085,316176,2-s2.0-84903700691,56979442100,60002441,6,high,1
77087,316184,2-s2.0-84903770490,56121547200,60087536,6,not high,0
77090,316190,2-s2.0-84904799126,56227877100,60026285,6,not high,0
77107,316224,2-s2.0-84903693951,23134902300,60029507,7,not high,0
77114,316242,2-s2.0-84904788516,55453900200,60007457,6,not high,0
77116,316257,2-s2.0-84907551018,7006687733,60002798,8,not high,0
77117,316260,2-s2.0-84904798144,6602266908,60020537,12,not high,0
77122,316279,2-s2.0-84903201899,7402466014,60025858,12,not high,0
77123,316283,2-s2.0-84907199746,6507728111,60028190,10,not high,0
77125,316299,2-s2.0-84907484869,55933445600,60008555,6,not high,0
77128,316305,2-s2.0-84904796362,7401627602,60021121,6,not high,0
77130,316308,2-s2.0-84900548870,36063527800,60021016,15,not high,0
77132,316323,2-s2.0-84903956591,7005523207,60031514,14,not high,0
77133,316334,2-s2.0-84903937355,7102785475,60025084,39,high,1
77136,316346,2-s2.0-84903983741,6603005641,60010932,5,not high,0
77137,316349,2-s2.0-84899954031,23501575300,60001091,12,not high,0
77138,316358,2-s2.0-84899895597,35598663900,60017592,13,not high,0
77139,316360,2-s2.0-84908659098,36599035800,60030612,9,not high,0
77140,316363,2-s2.0-84900988020,16307928800,60015159,82,not high,0
77142,316381,2-s2.0-84903707650,7003939295,60018926,21,not high,0
77143,316388,2-s2.0-84903724741,8648663100,60031041,9,not high,0
77147,316393,2-s2.0-84904823994,25932418100,60019616,5,not high,0
77149,316402,2-s2.0-84903400473,35749777600,60030623,27,not high,0
77151,316411,2-s2.0-84899870727,7003605505,60011576,2,not high,0
77153,316423,2-s2.0-84915755893,24484040800,,3,high,1
77157,316432,2-s2.0-84908502367,6508162696,60017563,15,not high,0
77161,316440,2-s2.0-84903396361,36604540300,60005558,14,not high,0
77164,316446,2-s2.0-84904803708,36042209300,60031101,57,high,1
77165,316455,2-s2.0-84903689772,23993217900,60028289,6,not high,0
77166,316459,2-s2.0-84930319180,36083601600,60029241,1,not high,0
77168,316461,2-s2.0-84930245532,8874859300,112967109,0,not high,0
77170,316468,2-s2.0-84904418029,12777836300,60019722,105,not high,0
77176,316508,2-s2.0-84904797059,7004372767,60059987,2,not high,0
77177,316512,2-s2.0-84903363869,8250820200,60027053,18,not high,0
77179,316521,2-s2.0-84903699295,35302401600,60003212,4,not high,0
77181,316523,2-s2.0-84903737191,15020960900,60010146,11,not high,0
77183,316528,2-s2.0-84907219882,14055525000,60105740,2,not high,0
77186,316539,2-s2.0-84904811373,6603564177,60026245,13,not high,0
77187,316547,2-s2.0-84904823790,7003412942,60013372,8,high,1
77188,316556,2-s2.0-84903649455,25029156700,60005558,27,not high,0
77191,316580,2-s2.0-84904683309,54952225500,60003013,1,not high,0
77192,316591,2-s2.0-84905181307,6603657204,60002388,20,not high,0
77196,316610,2-s2.0-84903358133,8344301600,60029570,22,not high,0
77198,316654,2-s2.0-84903650418,57191252607,60019499,37,not high,0
77200,316663,2-s2.0-84928889979,6507315978,60072443,3,not high,0
